ส่วนงาน,ฝ่าย,เลขคำร้อง,เรื่องร้องทุกข์,ประเภทคำร้อง,เขต,ชุมชน,วันที่รับเรื่อง,วันที่เสร็จ,สถานะ,รูปภาพ,ความสำคัญ,รูปภาพหลังแก้ไข,ปิดงานโดย,LINE Token
ส่วนงานจำลอง 01,ฝ่ายจำลอง 03,MOCK-0079,รายการจำลองข้อมูลทั่วไป ลำดับ 0079,ประเภทจำลอง 07 - ป้าย,เขตจำลอง 01,ชุมชนจำลอง 07,20/03/2569,18/04/2569,ประเมินผลเสร็จสิ้น,,ต่ำ,,เจ้าหน้าที่จำลอง 01,
ส่วนงานจำลอง 02,ฝ่ายจำลอง 06,MOCK-0080,รายการจำลองข้อมูลทั่วไป ลำดับ 0080,ประเภทจำลอง 08 - อื่นๆ,เขตจำลอง 02,ชุมชนจำลอง 12,21/03/2569,26/04/2569,ประเมินผลเสร็จสิ้น,,ต่ำ,,เจ้าหน้าที่จำลอง 02,
ส่วนงานจำลอง 03,ฝ่ายจำลอง 01,MOCK-0081,รายการจำลองเร่งด่วนไฟดับ ลำดับ 0081,ประเภทจำลอง 01 - ไฟฟ้า,เขตจำลอง 03,ชุมชนจำลอง 05,22/03/2569,04/05/2569,ประเมินผลเสร็จสิ้น,,สูง,,เจ้าหน้าที่จำลอง 03,
ส่วนงานจำลอง 01,ฝ่ายจำลอง 04,MOCK-0082,รายการจำลองเร่งด่วนไฟดับ ลำดับ 0082,ประเภทจำลอง 02 - ระบายน้ำ,เขตจำลอง 04,ชุมชนจำลอง 10,23/03/2569,12/05/2569,ประเมินผลเสร็จสิ้น,,สูง,,เจ้าหน้าที่จำลอง 01,
ส่วนงานจำลอง 02,ฝ่ายจำลอง 07,MOCK-0083,รายการจำลองเร่งด่วนไฟดับ ลำดับ 0083,ประเภทจำลอง 03 - ถนน,เขตจำลอง 05,ชุมชนจำลอง 03,24/03/2569,29/03/2569,ประเมินผลเสร็จสิ้น,,สูง,,เจ้าหน้าที่จำลอง 02,
ส่วนงานจำลอง 03,ฝ่ายจำลอง 02,MOCK-0084,รายการจำลองซ่อมแซมทั่วไป ลำดับ 0084,ประเภทจำลอง 04 - พื้นที่สาธารณะ,เขตจำลอง 06,ชุมชนจำลอง 08,25/03/2569,06/04/2569,ประเมินผลเสร็จสิ้น,,กลาง,,เจ้าหน้าที่จำลอง 03,
ส่วนงานจำลอง 01,ฝ่ายจำลอง 05,MOCK-0085,รายการจำลองซ่อมแซมทั่วไป ลำดับ 0085,ประเภทจำลอง 05 - อาคาร,เขตจำลอง 01,ชุมชนจำลอง 01,26/03/2569,14/04/2569,ประเมินผลเสร็จสิ้น,,กลาง,,เจ้าหน้าที่จำลอง 01,
ส่วนงานจำลอง 02,ฝ่ายจำลอง 08,MOCK-0086,รายการจำลองซ่อมแซมทั่วไป ลำดับ 0086,ประเภทจำลอง 06 - ความสะอาด,เขตจำลอง 02,ชุมชนจำลอง 06,27/03/2569,22/04/2569,ประเมินผลเสร็จสิ้น,,กลาง,,เจ้าหน้าที่จำลอง 02,
ส่วนงานจำลอง 03,ฝ่ายจำลอง 03,MOCK-0087,รายการจำลองซ่อมแซมทั่วไป ลำดับ 0087,ประเภทจำลอง 07 - ป้าย,เขตจำลอง 03,ชุมชนจำลอง 11,28/03/2569,30/04/2569,ประเมินผลเสร็จสิ้น,,กลาง,,เจ้าหน้าที่จำลอง 03,
ส่วนงานจำลอง 01,ฝ่ายจำลอง 06,MOCK-0088,รายการจำลองข้อมูลทั่วไป ลำดับ 0088,ประเภทจำลอง 08 - อื่นๆ,เขตจำลอง 04,ชุมชนจำลอง 04,29/03/2569,08/05/2569,ประเมินผลเสร็จสิ้น,,ต่ำ,,เจ้าหน้าที่จำลอง 01,
ส่วนงานจำลอง 02,ฝ่ายจำลอง 01,MOCK-0089,รายการจำลองข้อมูลทั่วไป ลำดับ 0089,ประเภทจำลอง 01 - ไฟฟ้า,เขตจำลอง 05,ชุมชนจำลอง 09,30/03/2569,16/05/2569,ประเมินผลเสร็จสิ้น,,ต่ำ,,เจ้าหน้าที่จำลอง 02,
ส่วนงานจำลอง 03,ฝ่ายจำลอง 04,MOCK-0090,รายการจำลองข้อมูลทั่วไป ลำดับ 0090,ประเภทจำลอง 02 - ระบายน้ำ,เขตจำลอง 06,ชุมชนจำลอง 02,31/03/2569,24/05/2569,ประเมินผลเสร็จสิ้น,,ต่ำ,,เจ้าหน้าที่จำลอง 03,
ส่วนงานจำลอง 01,ฝ่ายจำลอง 07,MOCK-0091,รายการจำลองเร่งด่วนไฟดับ ลำดับ 0091,ประเภทจำลอง 03 - ถนน,เขตจำลอง 01,ชุมชนจำลอง 07,01/04/2569,10/04/2569,ประเมินผลเสร็จสิ้น,,สูง,,เจ้าหน้าที่จำลอง 01,
ส่วนงานจำลอง 02,ฝ่ายจำลอง 02,MOCK-0092,รายการจำลองเร่งด่วนไฟดับ ลำดับ 0092,ประเภทจำลอง 04 - พื้นที่สาธารณะ,เขตจำลอง 02,ชุมชนจำลอง 12,02/04/2569,18/04/2569,ประเมินผลเสร็จสิ้น,,สูง,,เจ้าหน้าที่จำลอง 02,
ส่วนงานจำลอง 03,ฝ่ายจำลอง 05,MOCK-0093,รายการจำลองเร่งด่วนไฟดับ ลำดับ 0093,ประเภทจำลอง 05 - อาคาร,เขตจำลอง 03,ชุมชนจำลอง 05,03/04/2569,26/04/2569,ประเมินผลเสร็จสิ้น,,สูง,,เจ้าหน้าที่จำลอง 03,
ส่วนงานจำลอง 01,ฝ่ายจำลอง 08,MOCK-0094,รายการจำลองซ่อมแซมทั่วไป ลำดับ 0094,ประเภทจำลอง 06 - ความสะอาด,เขตจำลอง 04,ชุมชนจำลอง 10,04/04/2569,04/05/2569,ประเมินผลเสร็จสิ้น,,กลาง,,เจ้าหน้าที่จำลอง 01,
ส่วนงานจำลอง 02,ฝ่ายจำลอง 03,MOCK-0095,รายการจำลองซ่อมแซมทั่วไป ลำดับ 0095,ประเภทจำลอง 07 - ป้าย,เขตจำลอง 05,ชุมชนจำลอง 03,05/04/2569,12/05/2569,ประเมินผลเสร็จสิ้น,,กลาง,,เจ้าหน้าที่จำลอง 02,
ส่วนงานจำลอง 03,ฝ่ายจำลอง 06,MOCK-0096,รายการจำลองซ่อมแซมทั่วไป ลำดับ 0096,ประเภทจำลอง 08 - อื่นๆ,เขตจำลอง 06,ชุมชนจำลอง 08,06/04/2569,20/05/2569,ประเมินผลเสร็จสิ้น,,กลาง,,เจ้าหน้าที่จำลอง 03,
ส่วนงานจำลอง 01,ฝ่ายจำลอง 01,MOCK-0097,รายการจำลองซ่อมแซมทั่วไป ลำดับ 0097,ประเภทจำลอง 01 - ไฟฟ้า,เขตจำลอง 01,ชุมชนจำลอง 01,07/04/2569,28/05/2569,ประเมินผลเสร็จสิ้น,,กลาง,,เจ้าหน้าที่จำลอง 01,
ส่วนงานจำลอง 02,ฝ่ายจำลอง 04,MOCK-0098,รายการจำลองข้อมูลทั่วไป ลำดับ 0098,ประเภทจำลอง 02 - ระบายน้ำ,เขตจำลอง 02,ชุมชนจำลอง 06,08/04/2569,14/04/2569,ประเมินผลเสร็จสิ้น,,ต่ำ,,เจ้าหน้าที่จำลอง 02,
ส่วนงานจำลอง 03,ฝ่ายจำลอง 07,MOCK-0099,รายการจำลองข้อมูลทั่วไป ลำดับ 0099,ประเภทจำลอง 03 - ถนน,เขตจำลอง 03,ชุมชนจำลอง 11,09/04/2569,22/04/2569,ประเมินผลเสร็จสิ้น,,ต่ำ,,เจ้าหน้าที่จำลอง 03,
ส่วนงานจำลอง 01,ฝ่ายจำลอง 02,MOCK-0100,รายการจำลองข้อมูลทั่วไป ลำดับ 0100,ประเภทจำลอง 04 - พื้นที่สาธารณะ,เขตจำลอง 04,ชุมชนจำลอง 04,10/04/2569,30/04/2569,ประเมินผลเสร็จสิ้น,,ต่ำ,,เจ้าหน้าที่จำลอง 01,
ส่วนงานจำลอง 02,ฝ่ายจำลอง 05,MOCK-0101,รายการจำลองเร่งด่วนไฟดับ ลำดับ 0101,ประเภทจำลอง 05 - อาคาร,เขตจำลอง 05,ชุมชนจำลอง 09,11/04/2569,08/05/2569,ประเมินผลเสร็จสิ้น,,สูง,,เจ้าหน้าที่จำลอง 02,
ส่วนงานจำลอง 03,ฝ่ายจำลอง 08,MOCK-0102,รายการจำลองเร่งด่วนไฟดับ ลำดับ 0102,ประเภทจำลอง 06 - ความสะอาด,เขตจำลอง 06,ชุมชนจำลอง 02,12/04/2569,16/05/2569,ประเมินผลเสร็จสิ้น,,สูง,,เจ้าหน้าที่จำลอง 03,
